durations,T_all,NA_core,NA_rim,NB_core,NB_rim
337.0,1198.742541036595,152.7679450241904,801.0,472.2320549758096,0.0
338.0,1198.690372341206,152.52583889009455,801.0,472.4741611099055,0.0
339.0,1198.6382036458172,152.2849695208927,801.0,472.7150304791073,0.0
340.0,1198.5860349504285,152.04532795390088,801.0,472.9546720460991,0.0
341.0,1198.5338662550396,151.8069053126355,801.0,473.19309468736446,0.0
342.0,1198.4816975596507,151.569692805779,801.0,473.430307194221,0.0
343.0,1198.429528864262,151.33368172616034,801.0,473.6663182738397,0.0
344.0,1198.377360168873,151.09886344975007,801.0,473.90113655024993,0.0
345.0,1198.3251914734842,150.86522943466983,801.0,474.1347705653302,0.0
346.0,1198.2730227780953,150.63277122021572,801.0,474.3672287797843,0.0
347.0,1198.2208540827066,150.40148042589607,801.0,474.59851957410393,0.0
348.0,1198.1686853873177,150.17134875048237,801.0,474.82865124951763,0.0
349.0,1198.1165166919288,149.9423679710739,801.0,475.0576320289261,0.0
350.0,1198.0643479965402,149.7145299421756,801.0,475.2854700578244,0.0
351.0,1198.0121793011513,149.48782659478871,801.0,475.5121734052113,0.0
352.0,1197.9600106057624,149.2622499355145,801.0,475.7377500644855,0.0
353.0,1197.9078419103737,149.03779204567022,801.0,475.96220795432976,0.0
354.0,1197.8556732149848,148.81444508041793,801.0,476.18555491958205,0.0
355.0,1197.803504519596,148.5922012679049,801.0,476.4077987320951,0.0
356.0,1197.7513358242072,148.37105290841646,801.0,476.62894709158354,0.0
357.0,1197.6991671288183,148.15099237354033,801.0,476.84900762645964,0.0
358.0,1197.6469984334294,147.93201210534272,801.0,477.0679878946573,0.0
359.0,1197.5948297380407,147.7141046155558,801.0,477.2858953844442,0.0
360.0,1197.5426610426518,147.4972624847763,801.0,477.5027375152237,0.0
361.0,1197.490492347263,147.28147836167506,801.0,477.71852163832494,0.0
362.0,1197.4383236518743,147.06674496221783,801.0,477.93325503778215,0.0
363.0,1197.3861549564854,146.85305506889637,801.0,478.14694493110363,0.0
364.0,1197.3339862610965,146.6404015299702,801.0,478.3595984700298,0.0
365.0,1197.2818175657076,146.4287772587187,801.0,478.5712227412813,0.0
366.0,1197.229648870319,146.21817523270337,801.0,478.7818247672966,0.0
367.0,1197.17748017493,146.0085884930402,801.0,478.9914115069598,0.0
368.0,1197.125311479541,145.80001014368176,801.0,479.1999898563182,0.0
369.0,1197.0731427841524,145.5924333507091,801.0,479.4075666492909,0.0
370.0,1197.0209740887635,145.38585134163313,801.0,479.61414865836684,0.0
371.0,1196.9688053933746,145.18025740470563,801.0,479.8197425952944,0.0
372.0,1196.916636697986,144.97564488823906,801.0,480.02435511176094,0.0
373.0,1196.864468002597,144.772007199936,801.0,480.227992800064,0.0
